"2020-04-22","421.42"
"2020-04-23","426.70"
"2020-04-24","424.99"
"2020-04-27","421.38"
"2020-04-28","403.83"
"2020-04-29","411.89"
"2020-04-30","419.85"
"2020-05-01","415.37"
